country,iso_code,date,total_vaccinations_x,people_vaccinated_x,people_fully_vaccinated_x,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred_x,people_vaccinated_per_hundred_x,people_fully_vaccinated_per_hundred_x,daily_vaccinations_per_million,vaccines,source_name,source_website,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations_y,people_vaccinated_y,people_fully_vaccinated_y,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred_y,people_vaccinated_per_hundred_y,people_fully_vaccinated_per_hundred_y,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Lithuania,LTU,2/3/2021,106045,75804,30241,5782,4002,3.9,2.78,1.11,1470,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,Europe,Lithuania,184208,764,713,2867,20,21,67666.535,280.646,261.912,1053.157,7.347,7.714,,,,,,,,,,9628,1958178,719.313,3.537,7840,2.88,0.091,11,tests performed,106949,76054,30895,6457,4116,3.93,2.79,1.13,1512,,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.858
Luxembourg,LUX,12/30/2020,1200,1200,,,,0.19,0.19,,,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,46415,327,172.286,495,6,5.286,74148.21,522.384,275.227,790.765,9.585,8.444,0.82,31,49.523,132,210.871,,,,,8609,1677687,2680.114,13.753,5162,8.246,0.033,30,tests performed,1200,1200,,,,0.19,0.19,,,80.56,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,12/31/2020,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,46415,0,172.286,495,0,5.286,74148.21,0,275.227,790.765,0,8.444,0.81,33,52.718,136,217.261,,,,,4470,1682157,2687.255,7.141,4503,7.194,0.038,26.1,tests performed,,,,,62,,,,99,80.56,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/1/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,46415,0,172.286,495,0,5.286,74148.21,0,275.227,790.765,0,8.444,0.81,32,51.12,125,199.688,,,,,337,1682494,2687.793,0.538,4400,7.029,0.039,25.5,tests performed,,,,,62,,,,99,80.56,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/2/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,46415,0,172.286,495,0,5.286,74148.21,0,275.227,790.765,0,8.444,0.82,30,47.925,125,199.688,,,,,3929,1686423,2694.07,6.277,4804,7.674,0.036,27.9,tests performed,,,,,62,,,,99,80.56,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/3/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,46415,0,172.286,495,0,5.286,74148.21,0,275.227,790.765,0,8.444,0.84,34,54.315,125,199.688,,,,,618,1687041,2695.057,0.987,4850,7.748,0.036,28.2,tests performed,,,,,62,,,,99,80.56,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/4/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,46986,571,162.429,508,13,3,75060.386,912.176,259.481,811.533,20.768,4.793,0.88,32,51.12,123,196.493,,,,,9318,1696359,2709.943,14.886,5162,8.246,0.031,31.8,tests performed,,,,,62,,,,99,72.22,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/5/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,47149,163,151.571,514,6,3.571,75320.779,260.393,242.136,821.118,9.585,5.705,0.88,28,44.73,104,166.141,,,,,12244,1708603,2729.502,19.56,5646,9.02,0.027,37.2,tests performed,,,,,62,,,,99,72.22,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/6/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,47430,281,145,517,3,3.143,75769.678,448.899,231.638,825.91,4.793,5.021,0.87,26,41.535,104,166.141,,,,,10114,1718717,2745.66,16.157,5861,9.363,0.025,40.4,tests performed,,,,,62,,,,99,72.22,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/7/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,47592,162,168.143,521,4,3.714,76028.474,258.796,268.609,832.3,6.39,5.934,0.86,23,36.743,100,159.751,,,,,10777,1729494,2762.876,17.216,6762,10.802,0.025,40.2,tests performed,,,,,62,,,,99,72.22,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/8/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,47744,152,189.857,527,6,4.571,76271.295,242.821,303.298,841.885,9.585,7.303,0.85,22,35.145,91,145.373,,,,,12485,1741979,2782.821,19.945,8498,13.576,0.022,44.8,tests performed,,,,,62,,,,99,72.22,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/9/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,47744,0,189.857,527,0,4.571,76271.295,0,303.298,841.885,0,7.303,0.85,21,33.548,93,148.568,,,,,7613,1749592,2794.983,12.162,9024,14.416,0.021,47.5,tests performed,,,,,62,,,,99,72.22,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/10/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,47744,0,189.857,527,0,4.571,76271.295,0,303.298,841.885,0,7.303,0.85,23,36.743,92,146.97,,,,,637,1750229,2796,1.018,9027,14.421,0.021,47.5,tests performed,,,,,62,,,,99,72.22,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/11/2021,1943,1943,,,62,0.31,0.31,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,48027,283,148.714,535,8,3.857,76723.389,452.094,237.572,854.665,12.78,6.162,0.87,24,38.34,93,148.568,,,,,10406,1760635,2812.624,16.624,9182,14.668,0.016,61.7,tests performed,1943,1943,,,62,0.31,0.31,,99,64.81,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/12/2021,2372,2372,,429,114,0.38,0.38,,182,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,48181,154,147.429,538,3,3.429,76969.405,246.016,235.518,859.458,4.793,5.477,0.87,21,33.548,92,146.97,,,,,9766,1770401,2828.225,15.601,8828,14.103,0.017,59.9,tests performed,2372,2372,,429,114,0.38,0.38,,182,64.81,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/13/2021,2871,2871,,499,177,0.46,0.46,,283,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,48372,191,134.571,542,4,3.571,77274.528,305.124,214.979,865.848,6.39,5.705,0.87,23,36.743,91,145.373,,,,,8876,1779277,2842.405,14.179,8651,13.82,0.016,64.3,tests performed,2871,2871,,499,177,0.46,0.46,,283,64.81,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/14/2021,3233,3233,,362,220,0.52,0.52,,351,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,48486,114,127.714,545,3,3.429,77456.644,182.116,204.024,870.64,4.793,5.477,0.87,21,33.548,90,143.775,,,,,7376,1786653,2854.188,11.783,8166,13.045,0.016,63.9,tests performed,3233,3233,,362,220,0.52,0.52,,351,64.81,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/15/2021,,,,,236,,,,377,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,48630,144,126.571,549,4,3.143,77686.684,230.041,202.199,877.03,6.39,5.021,0.87,18,28.755,84,134.19,,,,,8074,1794727,2867.086,12.898,7535,12.037,0.017,59.5,tests performed,,,,,236,,,,377,64.81,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/16/2021,,,,,252,,,,403,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,48630,0,126.571,549,0,3.143,77686.684,0,202.199,877.03,0,5.021,0.87,19,30.353,91,145.373,,,,,6123,1800850,2876.867,9.782,7323,11.699,0.017,57.9,tests performed,,,,,252,,,,403,64.81,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/17/2021,3755,3755,,,268,0.6,0.6,,428,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,48630,0,126.571,549,0,3.143,77686.684,0,202.199,877.03,0,5.021,0.88,20,31.95,88,140.58,,,,,653,1801503,2877.911,1.043,7325,11.702,0.017,57.9,tests performed,3755,3755,,,268,0.6,0.6,,428,64.81,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/18/2021,4569,4569,,814,375,0.73,0.73,,599,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,48890,260,123.286,557,8,3.143,78102.036,415.351,196.95,889.81,12.78,5.021,0.91,20,31.95,88,140.58,,,,,7115,1808618,2889.277,11.366,6855,10.951,0.018,55.6,tests performed,4569,4569,,814,375,0.73,0.73,,599,64.81,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/19/2021,5294,5294,,725,417,0.85,0.85,,666,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,48975,85,113.429,560,3,3.143,78237.824,135.788,181.203,894.603,4.793,5.021,0.91,17,27.158,85,135.788,,,,,8487,1817105,2902.835,13.558,6672,10.659,0.017,58.8,tests performed,5294,5294,,725,417,0.85,0.85,,666,64.81,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/20/2021,6193,6193,,899,475,0.99,0.99,,759,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,49204,229,118.857,562,2,2.857,78603.653,365.829,189.875,897.798,3.195,4.564,0.92,14,22.365,73,116.618,,,,,6981,1824086,2913.987,11.152,6401,10.226,0.019,53.9,tests performed,6193,6193,,899,475,0.99,0.99,,759,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/21/2021,6897,6897,,704,523,1.1,1.1,,835,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,49319,115,119,562,0,2.429,78787.366,183.713,190.103,897.798,0,3.88,0.92,14,22.365,77,123.008,,,,,6406,1830492,2924.221,10.234,6263,10.005,0.019,52.6,tests performed,6897,6897,,704,523,1.1,1.1,,835,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/22/2021,,,,,558,,,,891,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,49438,119,115.429,562,0,1.857,78977.469,190.103,184.398,897.798,0,2.967,0.92,14,22.365,78,124.605,,,,,7387,1837879,2936.022,11.801,6165,9.849,0.019,53.4,tests performed,,,,,558,,,,891,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/23/2021,,,,,592,,,,946,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,49438,0,115.429,562,0,1.857,78977.469,0,184.398,897.798,0,2.967,,15,23.963,73,116.618,,,,,7769,1845648,2948.433,12.411,6400,10.224,0.018,55.4,tests performed,,,,,592,,,,946,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/24/2021,,,,,626,,,,1000,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,49438,0,115.429,562,0,1.857,78977.469,0,184.398,897.798,0,2.967,,14,22.365,71,113.423,,,,,272,1845920,2948.867,0.435,6345,10.136,0.018,55,tests performed,,,,,626,,,,1000,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/25/2021,8554,7309,1245,,569,1.37,1.17,0.2,909,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,49733,295,120.429,566,4,1.286,79448.733,471.264,192.385,904.188,6.39,2.054,,15,23.963,76,121.41,,,,,9210,1855130,2963.58,14.713,6645,10.615,0.018,55.2,tests performed,8554,7309,1245,,569,1.37,1.17,0.2,909,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/26/2021,9525,8280,1245,971,604,1.52,1.32,0.2,965,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,49852,119,125.286,570,4,1.429,79638.836,190.103,200.145,910.578,6.39,2.282,,15,23.963,70,111.825,,,,,9798,1864928,2979.232,15.652,6832,10.914,0.018,54.5,tests performed,9525,8280,1245,971,604,1.52,1.32,0.2,965,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/27/2021,10449,9107,1342,924,608,1.67,1.45,0.21,971,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,50089,237,126.429,571,1,1.286,80017.445,378.609,201.97,912.176,1.598,2.054,,14,22.365,63,100.643,,,,,7692,1872620,2991.52,12.288,6933,11.076,0.018,54.8,tests performed,10449,9107,1342,924,608,1.67,1.45,0.21,971,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/28/2021,11373,9890,1483,924,639,1.82,1.58,0.24,1021,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,50228,139,129.857,574,3,1.714,80239.498,222.053,207.447,916.968,4.793,2.739,,12,19.17,65,103.838,,,,,8879,1881499,3005.705,14.184,7287,11.641,0.018,56.1,tests performed,11373,9890,1483,924,639,1.82,1.58,0.24,1021,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/29/2021,,,,,630,,,,1006,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,50388,160,135.714,577,3,2.143,80495.099,255.601,216.804,921.761,4.793,3.423,,11,17.573,69,110.228,,,,,9075,1890574,3020.202,14.497,7528,12.026,0.018,55.5,tests performed,,,,,630,,,,1006,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/30/2021,,,,,622,,,,994,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,50388,0,135.714,577,0,2.143,80495.099,0,216.804,921.761,0,3.423,,11,17.573,66,105.435,,,,,6138,1896712,3030.008,9.805,7295,11.654,0.019,53.8,tests performed,,,,,622,,,,994,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,1/31/2021,12428,10748,1680,,613,1.99,1.72,0.27,979,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,50388,0,135.714,577,0,2.143,80495.099,0,216.804,921.761,0,3.423,,11,17.573,66,105.435,,,,,545,1897257,3030.878,0.871,7334,11.716,0.019,54,tests performed,12428,10748,1680,,613,1.99,1.72,0.27,979,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,2/1/2021,13241,11336,1905,813,670,2.12,1.81,0.3,1070,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,50733,345,142.857,584,7,2.571,81046.238,551.139,228.215,932.943,11.183,4.108,,,,,,,,,,10979,1908236,3048.417,17.539,7587,12.12,0.019,53.1,tests performed,13241,11336,1905,813,670,2.12,1.81,0.3,1070,57.41,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Luxembourg,LUX,2/2/2021,14252,11925,2327,1011,675,2.28,1.91,0.37,1078,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055,Europe,Luxembourg,50923,190,153,586,2,2.286,81349.764,303.526,244.418,936.138,3.195,3.651,,,,,,,,,,10577,1918813,3065.314,16.897,7698,12.298,0.02,50.3,tests performed,14252,11925,2327,1011,675,2.28,1.91,0.37,1078,,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.904
Maldives,MDV,1/31/2021,0,,,,,0,,,,Oxford/AstraZeneca,Presidency of the Maldives,https://presidency.gov.mv/Press/Article/24281,Asia,Maldives,15841,105,121.143,52,1,0.143,29305.771,194.249,224.114,96.2,1.85,0.264,,,,,,,,,,2600,404152,747.679,4.81,3441,6.366,0.035,28.4,samples tested,0,,,,,0,,,,,540542,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.717
Maldives,MDV,2/1/2021,36,,,36,36,0.01,,,67,Oxford/AstraZeneca,Presidency of the Maldives,https://presidency.gov.mv/Press/Article/24281,Asia,Maldives,16056,215,136.286,52,0,0.143,29703.52,397.749,252.128,96.2,0,0.264,,,,,,,,,,4126,408278,755.312,7.633,3353,6.203,0.041,24.6,samples tested,36,,,36,36,0.01,,,67,,540542,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.717
Malta,MLT,12/28/2020,130,,,,,0.03,,,,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,Europe,Malta,12426,101,89.143,215,5,3,28142.474,228.745,201.891,486.933,11.324,6.794,1.13,,,,,,,,,2797,508766,1152.256,6.335,2507,5.678,0.036,28.1,tests performed,130,,,,,0.03,,,,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.878
Malta,MLT,12/29/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,Europe,Malta,12541,115,90.143,215,0,2.714,28402.927,260.453,204.156,486.933,0,6.147,1.16,,,,,,,,,3043,511809,1159.148,6.892,2569,5.818,0.035,28.5,tests performed,,,,,259,,,,587,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.878
Malta,MLT,12/30/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,Europe,Malta,12665,124,96.143,216,1,2.143,28683.763,280.836,217.745,489.198,2.265,4.853,1.18,,,,,,,,,2858,514667,1165.621,6.473,2559,5.796,0.038,26.6,tests performed,,,,,259,,,,587,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.878
Malta,MLT,12/31/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,Europe,Malta,12774,109,101.714,219,3,2.286,28930.627,246.864,230.363,495.992,6.794,5.177,1.19,,,,,,,,,2779,517446,1171.915,6.294,2599,5.886,0.039,25.6,tests performed,,,,,259,,,,587,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.878
Malta,MLT,1/1/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,Europe,Malta,12909,135,113.857,219,0,2.286,29236.375,305.749,257.864,495.992,0,5.177,1.2,,,,,,,,,1810,519256,1176.014,4.099,2562,5.802,0.044,22.5,tests performed,,,,,259,,,,587,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.878
Malta,MLT,1/2/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,Europe,Malta,12997,88,108,220,1,2,29435.678,199.303,244.599,498.257,2.265,4.53,1.2,,,,,,,,,1995,521251,1180.532,4.518,2526,5.721,0.043,23.4,tests performed,,,,,259,,,,587,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.878
Malta,MLT,1/3/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,Europe,Malta,13082,85,108.143,220,0,1.429,29628.187,192.508,244.923,498.257,0,3.235,1.22,,,,,,,25.943,58.757,2915,524166,1187.134,6.602,2600,5.888,0.042,24,tests performed,,,,,259,,,,587,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.878
Malta,MLT,1/4/2021,1940,,,,259,0.44,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,Europe,Malta,13230,148,114.857,222,2,1,29963.378,335.191,260.129,502.787,4.53,2.265,1.27,,,,,,,,,2600,526766,1193.023,5.888,2571,5.823,0.045,22.4,tests performed,1940,,,,259,0.44,,,587,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.878
Malta,MLT,1/5/2021,,,,,281,,,,636,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,Europe,Malta,13388,158,121,226,4,1.571,30321.217,357.839,274.041,511.846,9.059,3.559,1.3,,,,,,,,,3364,530130,1200.641,7.619,2617,5.927,0.046,21.6,tests performed,,,,,281,,,,636,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.878
Malta,MLT,1/6/2021,,,,,304,,,,689,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,Europe,Malta,13612,224,135.286,227,1,1.571,30828.534,507.316,306.396,514.111,2.265,3.559,1.33,,,,,,,,,2806,532936,1206.996,6.355,2610,5.911,0.052,19.3,tests performed,,,,,304,,,,689,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.878
